,tweet_bersih,score,sentiment
824,sukses qatar helat piala dunia lecut menteri bumn erick thohir indonesia tuan rumah piala dunia lu sama indonesia,4,positive
825,timnas argentina arak raih gelar juara piala dunia qatar liput,5,positive
826,kim jong un piala dunia protes isu ham qatar,-5,negative
827,event piala dunia qatar saksi aparat aman tindak represif dalam luar stadion salut,0,neutral
828,timnas argentina juara piala dunia qatar unggah lionel messi instagram pecah rekor,-1,negative
829,deret main mls angkat trofi piala dunia,-2,negative
830,sepurane cak telat update juara piala dunia qatar,-6,negative
831,starting xi premier league pukau piala dunia,0,neutral
832,sember jabat pengerusi jawatankuasa komunikasi multimedia ngo negeri perak kerjasama digital perak agens pknp jabat siar perak anjur tayang lawan piala dunia fifa qatar tempat,-24,negative
833,hasil argentina juara piala dunia qatar sambut sukacita juta warga argentina dhaka bangladesh tim tango hadir bahagia sulit ekonomi derita,2,positive
834,kali ikut piala dunia benerbener ikut qatar hafal main skor cetak gol,-4,negative
835,amat juang argentina piala dunia spanyol,3,positive
836,juara piala dunia qatar argentina jaya potong duduk belgium duduk ranking fifa dunia,0,neutral
837,jadwal piala dunia qatar perancis lolos,-5,negative
838,alas deschamps tarik giroud,2,positive
839,tipsy tuesday live dj and band december contact us for more info,0,neutral
840,unggah foto angkat trofi piala dunia messi pecah rekor instagram,5,positive
841,media siar amerika cnn sports pilih lapor fotofoto baik piala dunia jungkook pilih foto baik piala dunia upacara buka piala dunia fifa qatar,2,positive
842,timnas perancis sambut orang paris gagal bawa pulang trofi emas piala dunia qatar,-4,negative
843,insiden serah tropi piala dunia qatar kemarin emir qatar bersitegang kait macron,0,neutral
844,arrigo sacchi messi banding maradona,0,neutral
845,messi peran sukses langkah argentina takhta piala dunia qatar mbappe pimpin generasi,3,positive
846,piala dunia fifa qatar bicara media sosial messi ronaldo mbappe jungkook neymar,3,positive
847,benzema panggil timnas france argentina juara piala dunia qatar,-2,negative
848,tonton rumah menontonbareng keluarga rumah joko menontonbareng galih mal jababeka menontonbareng galih ruko jababeka menontonbareng keluarga rumah orangtua tonton rumah menontonbareng bapack bapack rumah agus,-6,negative
849,piala dunia fifa qatar bicara media sosial messi ronaldo mbappe jungkook neymar im love with of si new single dreamers for the,8,positive
850,lionel scaloni andai ego maradona,-1,negative
851,putus lepas serang real madrid lepas peluang bantu perancis pentas piala dunia qatar akibat cedera,-16,negative
852,transit qatar at doha des h final piala dunia des hype nya world cup lihat fan argentina prancis bandara bismillah umroh arab saudi madinah amp makkah moga teman berangkat umroh,4,positive
853,reaksi legenda final piala dunia,-3,negative
854,terima kasih piala dunia qatar,2,positive
855,urut juara piala dunia qatar arab saudi argentina perancis kroasia,-1,negative
856,runnerup top skor mbappe tuju,4,positive
857,argentina juara piala dunia qatar,-1,negative
858,nama settingan piala dunia qatar narasinarasi negatif bangun sosial media cuci otak seolaholah qatar sukses selenggara piala dunia sukses hebat,11,positive
859,argentina sikat prancis messi pamer trofi piala dunia suarez,-4,negative
860,kisah cinta messi antonella roccuzzo taksir umur,6,positive
861,menteri kabinet presiden joko widodo jokowi kunjung kerja qatar jelang final piala dunia menteri bumn erick thohir menteri hubung budi karya sumadi,4,positive
862,juta rakyat argentina hadap krisis ekonomi akibat inflasi raya hasil tim nasional juara piala dunia qatar sepak bola lipur derita hidup ekonomi warga,-16,negative
863,berkat kreativitas netizen foto selebrasi messi persis maradona ikut ronaldo lho,5,positive
864,polisi prancis bentrok gemar sepak bola tanding piala dunia minggu malam desember timnas prancis kalah argentina piala dunia qatar whatsapp,-9,negative
865,kylian mbappe lampau lionel messi,0,neutral
866,momen peluk sang messi juara piala dunia,-4,negative
867,piala dunia selesai kerja migran qatar takut,-2,negative
868,karim benzema putus pensiun timnas prancis,-5,negative
869,kalah kylian mbappe dkk hadap argentina babak final piala dunia qatar picu bentrok paris,-13,negative
870,pegang trofi piala dunia chef salt bae tuai kecam,-3,negative
871,final piala dunia baik drama qatar urut swiss aguero ehsan autumn paris champions league lloris messi,-2,negative
872,qatar terima kunjung juta orang piala dunia angka pasti pesta,10,positive
873,qatar piala dunia juara menang angkat piala dunia go tengo tim argentina,-4,negative
874,lionel messi kalah ferancis partai final argentina juara piala dunia fifa adu penalti stadion lusial qatar senin wib sejarah gelar tiga argentina,-5,negative
875,argentina juara piala dunia buenos aires gila,-3,negative
876,bak kisah dongeng emi martinez debut timnas gelar juara,4,positive
877,foto momen mesar lionel messi antonela roccuzzo selebrasi juara piala dunia,2,positive
878,tampak wajah kota doha riah pesta piala dunia qatar,3,positive
879,bintang argentina juara piala dunia tiga kali,-1,negative
880,reaksi skuad argentina media sosial juara piala dunia messi,0,neutral
881,gila piala dunia qatar ringkas video,-5,negative
882,lionel messi kena bisht upacara tutup piala dunia qatar makna,-1,negative
883,fakta unik piala dunia qatar momen langka,-9,negative
884,hikmah piala dunia qatar negara tumben tahan melek tonton hapal namanama bintang negara laga fase grup final nama bumbu amp ikan konsumsi favorit keluarga,-3,negative
885,pele ucap selamat argentina juara piala dunia,2,positive
886,piala dunia qatar,-1,negative
887,piala dunia qatar pecah rekor gol,2,positive
888,prancis tim rating tinggi piala dunia,-4,negative
889,piala dunia qatar resmi main tampil bagus main liga inggris tampil pukau turnamen,-4,negative
890,piala dunia hasil qatar drama,-2,negative
891,detikers tahu batu mulia warna hijau malaikit hias trofi piala dunia qatar sampel kota bandung loh simak lengkap yuk via,4,positive
892,ah riuh final piala dunia qatar bahas lionel messi argentina kylian mbappe prancis tua heri suwondo sibuk singgung hidup toleransi umat agama ntt tua tinggal,-17,negative
893,lionel messi pakai jubah beri emir qatar selebrasi juara piala dunia mantan bek argentina sewot,-4,negative
894,piala dunia fifa qatar capai jaya segenap aspek anjur,-1,negative
895,emiliano martinez benerbener kunci juara argentina suwerrr,3,positive
896,sadar sih piala dunia kaleidoskop fase hidup gen pildun silam asyik sekolah sayang good bye remaja kuliahkerja kelak tonton situasi ya,-7,negative
897,bos prancis virus biang kalah prancis argentina,-1,negative
898,piala dunia qatar cerita generasi dinamika piala dunia lepas fan messi turnamen baik skala,-4,negative
899,gelar piala dunia qatar lionel messi sukses tamat karirnya sempurna juta orang dunia sadar kalo maskot pildun edisi dulunya model sampul album unit fastcore bengkok tangerang,-2,negative
900,piala dunia fifa qatar capai jaya segenap aspek anjur piala dunia capai jaya segenap aspek anjur,-2,negative
901,argentina hasil raih piala dunia fifa world cup,4,positive
902,argentina juara piala dunia debat messi vs ronaldo selesai,4,positive
903,lionel messi kapten bawa timnas argentina kampiun piala dunia qatar kalah timnas prancis partai final,-6,negative
904,alexis macallister brighton argentina,0,neutral
905,pas pakai topeng seram guys gvardiol pas buka laaah,3,positive
906,sosok balik menang argentina lionel messi piala dunia qatar tren senin susanti nikah,-8,negative
907,piala dunia qatar messi piala dunia hebat banding ronaldo lengkap klik taut,-5,negative
908,kylian mbappe top scorer piala dunia qatar,4,positive
909,juara dunia ronaldo selamat messi,4,positive
910,janji rodrigo deh paul juara piala dunia kertas,-1,negative
911,piala dunia qatar deh beres messi lengkap prestasi gelar wc jujur pildun kali penuh kejut sulit tebak tarik tonton netral,2,positive
912,rapper drake hobi judi menang taruh final piala dunia qatar drake rugi rp miliar salah tebak skor,-5,negative
913,piala dunia pildun bocah tau bola piala dunia fase remaja labil piala dunia asiknya abang piala dunia tinggal fase remaja sibuk kuliahkerja piala dunia kerja keluarga,-17,negative
914,kuis tebak bintang piala dunia qatar,0,neutral
915,cerita takjub lionel messi,1,positive
916,cinta monyet eh selebrasi juara piala dunia bareng ya messi antonella,-2,negative
917,hadiah ulang mbappe sepatu emas piala dunia qatar,3,positive
918,argentina juara piala dunia qatar presiden alberto fernandez sibuk balas ucap selamat pimpin dunia medsos,-1,negative
919,messi goat aku orang egy maulana vikri arthur irawan,1,positive
920,qatar kenal budaya islam piala dunia,4,positive
921,kelompokkelompok giat hak asasi manusia seru dana kompensasi khusus kerja tinggal proyekproyek bangun stadion piala dunia fifa qatar pakat,8,positive
922,prancis tampil ajaib babak lawan argentina,-9,negative
923,juara juang argentina piala dunia qatar,-1,negative
924,potret maria vania ramai piala dunia qatar tampil sexy sorot,-5,negative
925,piala dunia qatar tuntas argentina juara statistik tarik piala dunia kali subur gol sejarah,8,positive
926,messi maradona sanggup juta pemuda mimpi sepak bola,4,positive
927,road champion of fifa world cup from time a time argentina juara piala dunia fifa stadion lusail iconic qatar argentina sukses kalah prancis final drama adu penalti seri normal tanding kali menit,-5,negative
928,lloris nyang prancis main buruk lawan argentina,-8,negative
929,berekspetasi piala dunia qatar seru kejut unggul lang tim potensial kandas jalan,-10,negative
930,messi wujud mimpi piala dunia,3,positive
931,tahniah pasu argentina juara piala dunia qatar malam tahniah armada satu matang pauh terima kasih alarjans cafe tuan rumah top class football fun crowd superb,3,positive
932,adu penalti qatar sejarah,-3,negative
933,jatuh bangun timnas argentina piala dunia,-3,negative
934,tutup tirai piala dunia qatar tiada malam sengkang mata tiada ceritera bola sepak bual perencah suasana keliling penuh cerita benar akan dongeng,-19,negative
935,main tampil piala dunia qatar banding klub,-3,negative
936,presiden fifa piala dunia qatar baik sejarah klik baca tuju bossqatar sodor mewah istimewa,5,positive
937,hasil turnament piala dunia qatar sensasiwin tanggal desember gabung sensasiwin deposit pulsa potong deposit ewallet bonus minggu hubung customer service jam wa,-13,negative
938,presiden prancis emmanuel macron bisik mbappe kalah argentina,-3,negative
939,selamat timnas argentina hasil menangin piala dunia saksi jalan tim tango panggung piala dunia qatar raih gelar juara dunia tiga kali argentine national team road qatar,7,positive
940,messi sih family man,-1,negative
941,angel maria hak dapat respek,0,neutral
942,hasil piala dunia final argentina prancis lionel messi bawa argentina angkat trofi piala dunia,3,positive
943,gus muhaimin salah pilih tim tanggo juara piala dunia qatarmantap gus,-11,negative
944,jurus sukses qatar kenal budaya islam piala dunia,7,positive
945,mbappe kesel nyetak gol eh kalah adu penalti,-9,negative
946,maria deret main serie a juara piala dunia,-1,negative
947,selamat timnas argentina juara piala dunia qatar,4,positive
948,presiden abbas haru emir qatar angkat palestina piala dunia,9,positive
949,kemarin saksi sejarah ajang salah tanding final piala dunia sengit,-4,negative
950,kalo latih scaloni angkat piala dunia jersey beda jersey away pildun jersey blio pakai pas juara pildun lu bareng main muda bintang cambiasso aimar jago gue riquelme,5,positive
951,lionel messi bintang argentina sukses juar piala dunia qatar nasib,2,positive
952,prancis gagal juara piala dunia qatar paul pogba lapang sama prancis,1,positive
953,deschamps kalah adu penalti sih bangkit,-9,negative
954,deret negara juara piala dunia via adu penalti,-4,negative
955,qatar sukses tuan rumah piala dunia presiden fifa milyar manusia tonton piala dunia sila baca ulas tajuk argentina juara piala dunia qatar messi menang ajar petik indonesia,-2,negative
956,isu krisis piala dunia qatar,-6,negative
957,deepika padukone sosok wanita cantik bawa trofi piala dunia qatar,-5,negative
958,menontonbareng piala dunia qatar final hibur,0,neutral
959,indonesia petik ajar harga jalan kesan wakil asia afrika piala dunia qatar,0,neutral
960,gelandang argentina rodrigo deh paul albiceleste layak juara piala dunia,-3,negative
961,selamat mbappe top skor piala dunia qatar you are the best,9,positive
962,duh ronaldo iwan bule selebrasi juara messi wkwkwkw,-4,negative
963,messi main cetak brace final piala dunia,0,neutral
964,fifa world cup champions argentina argentina juara piala dunia kalah perancis babak adu penalti,-12,negative
965,maroko curi perhati messi pusat perhati piala dunia qatar deret rekor legacy final baik sepak bola tulis sejarah sebentar enjoy,-2,negative
966,piala dunia vers gue erti bola tau shakira alias wakawaka erti bola ikut main mu erti bola fokus cari kampus erti bola amp enjoy ikut momen pildunlt,-6,negative
